Fecha;Tipo Producto;Exportaciones Tm
2007-01;OTROS QUEROSENOS;53
2007-01;GLP;6510
2007-02;BIODIESEL;1207
2007-02;GASÓLEO A;25423
2007-02;GASÓLEO B;214
2007-02;GASÓLEO C;134
2007-02;OTROS GASOLEOS;69721
2007-02;BIOETANOL;0
2007-02;GASOLINA  AUTO. S/PB 95 I.O.;69352
2007-02;GASOLINA  AUTO. S/PB 98 I.O.;1651
2007-02;OTRAS GASOLINAS;247423
2007-02;FUELÓLEO  BIA;87910
2007-02;OTROS FUELÓLEOS;214050
2007-02;QUEROSENO AVIACIÓN;5220
2007-02;OTROS QUEROSENOS;51
2007-02;GLP;7629
2007-03;BIODIESEL;1114
2007-03;GASÓLEO A;28851
2007-03;GASÓLEO B;70
2007-03;GASÓLEO C;107
2007-03;OTROS GASOLEOS;28412
2007-03;BIOETANOL;0
2007-03;GASOLINA  AUTO. S/PB 95 I.O.;67489
2007-03;GASOLINA  AUTO. S/PB 98 I.O.;13463
2007-03;OTRAS GASOLINAS;210330
2007-03;FUELÓLEO  BIA;30819
2007-03;OTROS FUELÓLEOS;118160
2007-03;QUEROSENO AVIACIÓN;31891
2007-03;OTROS QUEROSENOS;104
2007-03;GLP;7783
2007-04;BIODIESEL;1821
2007-04;GASÓLEO A;41820
2007-04;GASÓLEO B;1194
2007-04;GASÓLEO C;53
2007-04;OTROS GASOLEOS;17836
2007-04;BIOETANOL;0
2007-04;GASOLINA  AUTO. S/PB 95 I.O.;72660
2007-04;GASOLINA  AUTO. S/PB 98 I.O.;14413
2007-04;OTRAS GASOLINAS;230558
2007-04;FUELÓLEO  BIA;0
2007-04;OTROS FUELÓLEOS;280267
2007-04;QUEROSENO AVIACIÓN;3972
2007-04;OTROS QUEROSENOS;103
2007-04;GLP;5937
2007-05;BIODIESEL;1689
2007-05;GASÓLEO A;20877
2007-05;GASÓLEO B;0
2007-05;GASÓLEO C;78
2007-05;OTROS GASOLEOS;28240
2007-05;BIOETANOL;0
2007-05;GASOLINA  AUTO. S/PB 95 I.O.;67741
2007-05;GASOLINA  AUTO. S/PB 98 I.O.;551
2007-05;OTRAS GASOLINAS;198095
2007-05;FUELÓLEO  BIA;63112
2007-05;OTROS FUELÓLEOS;178214
2007-05;QUEROSENO AVIACIÓN;19893
2007-05;OTROS QUEROSENOS;158
2007-05;GLP;4385
2007-06;BIODIESEL;4949
2007-06;GASÓLEO A;31421
2007-06;GASÓLEO B;0
2007-06;GASÓLEO C;54
2007-06;OTROS GASOLEOS;33485
2007-06;BIOETANOL;0
2007-06;GASOLINA  AUTO. S/PB 95 I.O.;35747
2007-06;GASOLINA  AUTO. S/PB 98 I.O.;14624
2007-06;OTRAS GASOLINAS;299285
2007-06;FUELÓLEO  BIA;21602
2007-06;OTROS FUELÓLEOS;268948
2007-06;QUEROSENO AVIACIÓN;21558
2007-06;OTROS QUEROSENOS;78
2007-06;GLP;3440
2007-07;BIODIESEL;1643
2007-07;GASÓLEO A;29201
2007-07;GASÓLEO B;0
2007-07;GASÓLEO C;80
2007-07;OTROS GASOLEOS;39898
2007-07;BIOETANOL;0
2007-07;GASOLINA  AUTO. S/PB 95 I.O.;9303
2007-07;GASOLINA  AUTO. S/PB 98 I.O.;13003
2007-07;OTRAS GASOLINAS;260382
2007-07;FUELÓLEO  BIA;31484
2007-07;OTROS FUELÓLEOS;160843
2007-07;QUEROSENO AVIACIÓN;5454
2007-07;OTROS QUEROSENOS;105
2007-07;GLP;3938
2007-08;BIODIESEL;2077
2007-08;GASÓLEO A;46476
2007-08;GASÓLEO B;0
2007-08;GASÓLEO C;162
2007-08;OTROS GASOLEOS;42522
2007-08;BIOETANOL;0
2007-08;GASOLINA  AUTO. S/PB 95 I.O.;1665
2007-08;GASOLINA  AUTO. S/PB 98 I.O.;409
2007-08;OTRAS GASOLINAS;168591
2007-08;FUELÓLEO  BIA;64870
2007-08;OTROS FUELÓLEOS;217116
2007-08;QUEROSENO AVIACIÓN;14337
2007-08;OTROS QUEROSENOS;105
2007-08;GLP;5365
2007-09;BIODIESEL;1126
2007-09;GASÓLEO A;18990
2007-09;GASÓLEO B;0
2007-09;GASÓLEO C;53
2007-09;OTROS GASOLEOS;47865
2007-09;BIOETANOL;0
2007-09;GASOLINA  AUTO. S/PB 95 I.O.;33747
2007-09;GASOLINA  AUTO. S/PB 98 I.O.;12891
2007-09;OTRAS GASOLINAS;204128
2007-09;FUELÓLEO  BIA;62378
2007-09;OTROS FUELÓLEOS;98266
2007-09;QUEROSENO AVIACIÓN;4796
2007-09;OTROS QUEROSENOS;0
2007-09;GLP;3653
2007-10;BIODIESEL;2309
2007-10;GASÓLEO A;50621
2007-10;GASÓLEO B;587
2007-10;GASÓLEO C;107
2007-10;OTROS GASOLEOS;68769
2007-10;BIOETANOL;0
2007-10;GASOLINA  AUTO. S/PB 95 I.O.;13427
2007-10;GASOLINA  AUTO. S/PB 98 I.O.;464
2007-10;OTRAS GASOLINAS;125280
2007-10;FUELÓLEO  BIA;33596
2007-10;OTROS FUELÓLEOS;295357
2007-10;QUEROSENO AVIACIÓN;22369
2007-10;OTROS QUEROSENOS;106
2007-10;GLP;4160
2007-11;BIODIESEL;1944
2007-11;GASÓLEO A;53036
2007-11;GASÓLEO B;1784
2007-11;GASÓLEO C;134
2007-11;OTROS GASOLEOS;76602
2007-11;BIOETANOL;0
2007-11;GASOLINA  AUTO. S/PB 95 I.O.;67922
2007-11;GASOLINA  AUTO. S/PB 98 I.O.;13055
2007-11;OTRAS GASOLINAS;171554
2007-11;FUELÓLEO  BIA;60404
2007-11;OTROS FUELÓLEOS;171697
2007-11;QUEROSENO AVIACIÓN;42518
2007-11;OTROS QUEROSENOS;52
2007-11;GLP;4437
2007-12;BIODIESEL;1481
2007-12;GASÓLEO A;27693
2007-12;GASÓLEO B;385
2007-12;GASÓLEO C;109
2007-12;OTROS GASOLEOS;44651
2007-12;BIOETANOL;0
2007-12;GASOLINA  AUTO. S/PB 95 I.O.;39192
2007-12;GASOLINA  AUTO. S/PB 98 I.O.;13555
2007-12;OTRAS GASOLINAS;229576
2007-12;FUELÓLEO  BIA;29600
2007-12;OTROS FUELÓLEOS;165061
2007-12;QUEROSENO AVIACIÓN;2450
2007-12;OTROS QUEROSENOS;53
2007-12;GLP;5289
2008-01;BIODIESEL;1747
2008-01;GASÓLEO A;52604
2008-01;GASÓLEO B;94
2008-01;GASÓLEO C;54
2008-01;OTROS GASOLEOS;58334
2008-01;BIOETANOL;3623
2008-01;GASOLINA  AUTO. S/PB 95 I.O.;97565
2008-01;GASOLINA  AUTO. S/PB 98 I.O.;1775
2008-01;OTRAS GASOLINAS;204093
2008-01;FUELÓLEO  BIA;61008
2008-01;OTROS FUELÓLEOS;162611
2008-01;QUEROSENO AVIACIÓN;20220
2008-01;OTROS QUEROSENOS;30371
2008-01;GLP;5705
2008-02;BIODIESEL;2597
2008-02;GASÓLEO A;49728
2008-02;GASÓLEO B;413
2008-02;GASÓLEO C;135
2008-02;OTROS GASOLEOS;50300
2008-02;BIOETANOL;0
2008-02;GASOLINA  AUTO. S/PB 95 I.O.;63090
2008-02;GASOLINA  AUTO. S/PB 98 I.O.;14189
2008-02;OTRAS GASOLINAS;155044
2008-02;FUELÓLEO  BIA;57195
2008-02;OTROS FUELÓLEOS;188278
2008-02;QUEROSENO AVIACIÓN;9578
2008-02;OTROS QUEROSENOS;53
2008-02;GLP;4806
2008-03;BIODIESEL;2036
2008-03;GASÓLEO A;18115
2008-03;GASÓLEO B;26993
2008-03;GASÓLEO C;54
2008-03;OTROS GASOLEOS;42763
2008-03;BIOETANOL;3807
2008-03;GASOLINA  AUTO. S/PB 95 I.O.;99144
2008-03;GASOLINA  AUTO. S/PB 98 I.O.;592
2008-03;OTRAS GASOLINAS;189476
2008-03;FUELÓLEO  BIA;47616
2008-03;OTROS FUELÓLEOS;215295
2008-03;QUEROSENO AVIACIÓN;2221
2008-03;OTROS QUEROSENOS;104
2008-03;GLP;4691
2008-04;BIODIESEL;3025
2008-04;GASÓLEO A;27266
2008-04;GASÓLEO B;37828
2008-04;GASÓLEO C;54
2008-04;OTROS GASOLEOS;42801
2008-04;BIOETANOL;0
2008-04;GASOLINA  AUTO. S/PB 95 I.O.;110068
2008-04;GASOLINA  AUTO. S/PB 98 I.O.;12005
2008-04;OTRAS GASOLINAS;125789
2008-04;FUELÓLEO  BIA;94876
2008-04;OTROS FUELÓLEOS;249786
2008-04;QUEROSENO AVIACIÓN;2590
2008-04;OTROS QUEROSENOS;79
2008-04;GLP;3566
2008-05;BIODIESEL;4491
2008-05;GASÓLEO A;37666
2008-05;GASÓLEO B;749
2008-05;GASÓLEO C;81
2008-05;OTROS GASOLEOS;48876
2008-05;BIOETANOL;4782
2008-05;GASOLINA  AUTO. S/PB 95 I.O.;129891
2008-05;GASOLINA  AUTO. S/PB 98 I.O.;14510
2008-05;OTRAS GASOLINAS;222591
2008-05;FUELÓLEO  BIA;620
2008-05;OTROS FUELÓLEOS;197031
2008-05;QUEROSENO AVIACIÓN;31496
2008-05;OTROS QUEROSENOS;52
2008-05;GLP;3398
2008-06;BIODIESEL;2133
2008-06;GASÓLEO A;13807
2008-06;GASÓLEO B;202
2008-06;GASÓLEO C;0
2008-06;OTROS GASOLEOS;35101
2008-06;BIOETANOL;0
2008-06;GASOLINA  AUTO. S/PB 95 I.O.;104273
2008-06;GASOLINA  AUTO. S/PB 98 I.O.;1557
2008-06;OTRAS GASOLINAS;123612
2008-06;FUELÓLEO  BIA;33227
2008-06;OTROS FUELÓLEOS;180429
2008-06;QUEROSENO AVIACIÓN;3317
2008-06;OTROS QUEROSENOS;78
2008-06;GLP;2809
2008-07;BIODIESEL;2128
2008-07;GASÓLEO A;20379
2008-07;GASÓLEO B;2420
2008-07;GASÓLEO C;0
2008-07;OTROS GASOLEOS;111158
2008-07;BIOETANOL;7739
2008-07;GASOLINA  AUTO. S/PB 95 I.O.;101220
2008-07;GASOLINA  AUTO. S/PB 98 I.O.;10917
2008-07;OTRAS GASOLINAS;118002
2008-07;FUELÓLEO  BIA;85553
2008-07;OTROS FUELÓLEOS;253922
2008-07;QUEROSENO AVIACIÓN;3210
2008-07;OTROS QUEROSENOS;79
2008-07;GLP;19173
2008-08;BIODIESEL;1196
2008-08;GASÓLEO A;16295
2008-08;GASÓLEO B;133
2008-08;GASÓLEO C;0
2008-08;OTROS GASOLEOS;84588
2008-08;BIOETANOL;0
2008-08;GASOLINA  AUTO. S/PB 95 I.O.;69333
2008-08;GASOLINA  AUTO. S/PB 98 I.O.;506
2008-08;OTRAS GASOLINAS;82395
2008-08;FUELÓLEO  BIA;20463
2008-08;OTROS FUELÓLEOS;154486
2008-08;QUEROSENO AVIACIÓN;2965
2008-08;OTROS QUEROSENOS;26
2008-08;GLP;2532
2008-09;BIODIESEL;2292
2008-09;GASÓLEO A;23072
2008-09;GASÓLEO B;69
2008-09;GASÓLEO C;0
2008-09;OTROS GASOLEOS;50349
2008-09;BIOETANOL;18781
2008-09;GASOLINA  AUTO. S/PB 95 I.O.;141441
2008-09;GASOLINA  AUTO. S/PB 98 I.O.;17088
2008-09;OTRAS GASOLINAS;207713
2008-09;FUELÓLEO  BIA;106245
2008-09;OTROS FUELÓLEOS;138921
2008-09;QUEROSENO AVIACIÓN;3371
2008-09;OTROS QUEROSENOS;104
2008-09;GLP;4080
2008-10;BIODIESEL;2406
2008-10;GASÓLEO A;45767
2008-10;GASÓLEO B;54
2008-10;GASÓLEO C;27
2008-10;OTROS GASOLEOS;33230
2008-10;BIOETANOL;16705
2008-10;GASOLINA  AUTO. S/PB 95 I.O.;130592
2008-10;GASOLINA  AUTO. S/PB 98 I.O.;503
2008-10;OTRAS GASOLINAS;125692
2008-10;FUELÓLEO  BIA;65426
2008-10;OTROS FUELÓLEOS;190737
2008-10;QUEROSENO AVIACIÓN;45177
2008-10;OTROS QUEROSENOS;0
2008-10;GLP;4795
2008-11;BIODIESEL;2230
2008-11;GASÓLEO A;18048
2008-11;GASÓLEO B;184
2008-11;GASÓLEO C;53
2008-11;OTROS GASOLEOS;81926
2008-11;BIOETANOL;18064
2008-11;GASOLINA  AUTO. S/PB 95 I.O.;108337
2008-11;GASOLINA  AUTO. S/PB 98 I.O.;9699
2008-11;OTRAS GASOLINAS;127987
2008-11;FUELÓLEO  BIA;98794
2008-11;OTROS FUELÓLEOS;178895
2008-11;QUEROSENO AVIACIÓN;1739
2008-11;OTROS QUEROSENOS;106
2008-11;GLP;3363
2008-12;BIODIESEL;1979
2008-12;GASÓLEO A;31910
2008-12;GASÓLEO B;2122
2008-12;GASÓLEO C;27
2008-12;OTROS GASOLEOS;27169
2008-12;BIOETANOL;14087
2008-12;GASOLINA  AUTO. S/PB 95 I.O.;88128
2008-12;GASOLINA  AUTO. S/PB 98 I.O.;626
2008-12;OTRAS GASOLINAS;281254
2008-12;FUELÓLEO  BIA;28143
2008-12;OTROS FUELÓLEOS;257670
2008-12;QUEROSENO AVIACIÓN;12072
2008-12;OTROS QUEROSENOS;27
2008-12;GLP;8876
2009-01;BIODIESEL;7927
2009-01;GASÓLEO A;26000
2009-01;GASÓLEO B;15163
2009-01;GASÓLEO C;28
2009-01;OTROS GASOLEOS;41574
2009-01;BIOETANOL;18455
2009-01;GASOLINA  AUTO. S/PB 95 I.O.;237592
2009-01;GASOLINA  AUTO. S/PB 98 I.O.;1556
2009-01;OTRAS GASOLINAS;196452
2009-01;FUELÓLEO  BIA;31352
2009-01;OTROS FUELÓLEOS;155791
2009-01;QUEROSENO AVIACIÓN;2501
2009-01;OTROS QUEROSENOS;78
2009-01;GLP;8115
2009-02;BIODIESEL;3291
2009-02;GASÓLEO A;14353
2009-02;GASÓLEO B;35
2009-02;GASÓLEO C;83
2009-02;OTROS GASOLEOS;21733
2009-02;BIOETANOL;15487
2009-02;GASOLINA  AUTO. S/PB 95 I.O.;123712
2009-02;GASOLINA  AUTO. S/PB 98 I.O.;398
2009-02;OTRAS GASOLINAS;138318
2009-02;FUELÓLEO  BIA;57945
2009-02;OTROS FUELÓLEOS;218558
2009-02;QUEROSENO AVIACIÓN;2126
2009-02;OTROS QUEROSENOS;0
2009-02;GLP;5911
2009-03;BIODIESEL;5168
2009-03;GASÓLEO A;22080
2009-03;GASÓLEO B;586
2009-03;GASÓLEO C;27
2009-03;OTROS GASOLEOS;16457
2009-03;BIOETANOL;12140
2009-03;GASOLINA  AUTO. S/PB 95 I.O.;132682
2009-03;GASOLINA  AUTO. S/PB 98 I.O.;13260
2009-03;OTRAS GASOLINAS;213001
2009-03;FUELÓLEO  BIA;26007
2009-03;OTROS FUELÓLEOS;180844
2009-03;QUEROSENO AVIACIÓN;19450
2009-03;OTROS QUEROSENOS;131
2009-03;GLP;3758
2009-04;BIODIESEL;1542
2009-04;GASÓLEO A;47573
2009-04;GASÓLEO B;80
2009-04;GASÓLEO C;0
2009-04;OTROS GASOLEOS;40673
2009-04;BIOETANOL;10941
2009-04;GASOLINA  AUTO. S/PB 95 I.O.;137114
2009-04;GASOLINA  AUTO. S/PB 98 I.O.;2861
2009-04;OTRAS GASOLINAS;207418
2009-04;FUELÓLEO  BIA;30323
2009-04;OTROS FUELÓLEOS;136929
2009-04;QUEROSENO AVIACIÓN;17345
2009-04;OTROS QUEROSENOS;159
2009-04;GLP;3460
2009-05;BIODIESEL;2479
2009-05;GASÓLEO A;40438
2009-05;GASÓLEO B;245
2009-05;GASÓLEO C;28
2009-05;OTROS GASOLEOS;30072
2009-05;BIOETANOL;14238
2009-05;GASOLINA  AUTO. S/PB 95 I.O.;116741
2009-05;GASOLINA  AUTO. S/PB 98 I.O.;464
2009-05;OTRAS GASOLINAS;118718
2009-05;FUELÓLEO  BIA;754
2009-05;OTROS FUELÓLEOS;153002
2009-05;QUEROSENO AVIACIÓN;20605
2009-05;OTROS QUEROSENOS;106
2009-05;GLP;3404
2009-06;BIODIESEL;7136
2009-06;GASÓLEO A;46298
2009-06;GASÓLEO B;286
2009-06;GASÓLEO C;138
2009-06;OTROS GASOLEOS;5447
2009-06;BIOETANOL;16504
2009-06;GASOLINA  AUTO. S/PB 95 I.O.;146386
2009-06;GASOLINA  AUTO. S/PB 98 I.O.;14403
2009-06;OTRAS GASOLINAS;157641
2009-06;FUELÓLEO  BIA;32253
2009-06;OTROS FUELÓLEOS;130181
2009-06;QUEROSENO AVIACIÓN;2063
2009-06;OTROS QUEROSENOS;106
2009-06;GLP;2646
2009-07;BIODIESEL;1521
2009-07;GASÓLEO A;25287
2009-07;GASÓLEO B;27
2009-07;GASÓLEO C;189
2009-07;OTROS GASOLEOS;32478
2009-07;BIOETANOL;21898
2009-07;GASOLINA  AUTO. S/PB 95 I.O.;72335
2009-07;GASOLINA  AUTO. S/PB 98 I.O.;2600
2009-07;OTRAS GASOLINAS;237295
2009-07;FUELÓLEO  BIA;1091
2009-07;OTROS FUELÓLEOS;155514
2009-07;QUEROSENO AVIACIÓN;2110
2009-07;OTROS QUEROSENOS;131
2009-07;GLP;2804
2009-08;BIODIESEL;12674
2009-08;GASÓLEO A;24273
2009-08;GASÓLEO B;71
2009-08;GASÓLEO C;0
2009-08;OTROS GASOLEOS;3876
2009-08;BIOETANOL;21090
2009-08;GASOLINA  AUTO. S/PB 95 I.O.;111731
2009-08;GASOLINA  AUTO. S/PB 98 I.O.;14424
2009-08;OTRAS GASOLINAS;94738
2009-08;FUELÓLEO  BIA;33939
2009-08;OTROS FUELÓLEOS;168557
2009-08;QUEROSENO AVIACIÓN;2750
2009-08;OTROS QUEROSENOS;78
2009-08;GLP;3124
2009-09;BIODIESEL;22654
2009-09;GASÓLEO A;50277
2009-09;GASÓLEO B;108
2009-09;GASÓLEO C;55
2009-09;OTROS GASOLEOS;9854
2009-09;BIOETANOL;18199
2009-09;GASOLINA  AUTO. S/PB 95 I.O.;106394
2009-09;GASOLINA  AUTO. S/PB 98 I.O.;2419
2009-09;OTRAS GASOLINAS;154340
2009-09;FUELÓLEO  BIA;1593
2009-09;OTROS FUELÓLEOS;162459
2009-09;QUEROSENO AVIACIÓN;1958
2009-09;OTROS QUEROSENOS;53
2009-09;GLP;3501
2009-10;BIODIESEL;30539
2009-10;GASÓLEO A;61323
2009-10;GASÓLEO B;571
2009-10;GASÓLEO C;55
2009-10;OTROS GASOLEOS;10599
2009-10;BIOETANOL;11400
2009-10;GASOLINA  AUTO. S/PB 95 I.O.;114481
2009-10;GASOLINA  AUTO. S/PB 98 I.O.;486
2009-10;OTRAS GASOLINAS;154609
2009-10;FUELÓLEO  BIA;1573
2009-10;OTROS FUELÓLEOS;214481
2009-10;QUEROSENO AVIACIÓN;1672
2009-10;OTROS QUEROSENOS;52
2009-10;GLP;3991
2009-11;BIODIESEL;30470
2009-11;GASÓLEO A;34149
2009-11;GASÓLEO B;140
2009-11;GASÓLEO C;0
2009-11;OTROS GASOLEOS;35968
2009-11;BIOETANOL;19223
2009-11;GASOLINA  AUTO. S/PB 95 I.O.;167297
2009-11;GASOLINA  AUTO. S/PB 98 I.O.;3309
2009-11;OTRAS GASOLINAS;130971
2009-11;FUELÓLEO  BIA;1814
2009-11;OTROS FUELÓLEOS;176723
2009-11;QUEROSENO AVIACIÓN;1830
2009-11;OTROS QUEROSENOS;52
2009-11;GLP;5000
2009-12;BIODIESEL;16806
2009-12;GASÓLEO A;18530
2009-12;GASÓLEO B;382
2009-12;GASÓLEO C;27
2009-12;OTROS GASOLEOS;14226
2009-12;BIOETANOL;16088
2009-12;GASOLINA  AUTO. S/PB 95 I.O.;137853
2009-12;GASOLINA  AUTO. S/PB 98 I.O.;445
2009-12;OTRAS GASOLINAS;130064
2009-12;FUELÓLEO  BIA;13952
2009-12;OTROS FUELÓLEOS;157507
2009-12;QUEROSENO AVIACIÓN;31476
2009-12;OTROS QUEROSENOS;25
2009-12;GLP;3439
2010-01;BIODIESEL;30408
2010-01;GASÓLEO A;23909
2010-01;GASÓLEO B;436
2010-01;GASÓLEO C;0
2010-01;OTROS GASOLEOS;7370
2010-01;BIOETANOL;11121
2010-01;GASOLINA  AUTO. S/PB 95 I.O.;92024
2010-01;GASOLINA  AUTO. S/PB 98 I.O.;4928
2010-01;OTRAS GASOLINAS;119362
2010-01;FUELÓLEO  BIA;22441
2010-01;OTROS FUELÓLEOS;138038
2010-01;QUEROSENO AVIACIÓN;1558
2010-01;OTROS QUEROSENOS;26
2010-01;GLP;3766
2010-02;BIODIESEL;14423
2010-02;GASÓLEO A;22155
2010-02;GASÓLEO B;1469
2010-02;GASÓLEO C;69
2010-02;OTROS GASOLEOS;20078
2010-02;BIOETANOL;13995
2010-02;GASOLINA  AUTO. S/PB 95 I.O.;86226
2010-02;GASOLINA  AUTO. S/PB 98 I.O.;1550
2010-02;OTRAS GASOLINAS;89063
2010-02;FUELÓLEO  BIA;2702
2010-02;OTROS FUELÓLEOS;29961
2010-02;QUEROSENO AVIACIÓN;9565
2010-02;OTROS QUEROSENOS;25
2010-02;GLP;10000
2010-03;BIODIESEL;21086
2010-03;GASÓLEO A;27405
2010-03;GASÓLEO B;1180
2010-03;GASÓLEO C;79
2010-03;OTROS GASOLEOS;10458
2010-03;BIOETANOL;13071
2010-03;GASOLINA  AUTO. S/PB 95 I.O.;135179
2010-03;GASOLINA  AUTO. S/PB 98 I.O.;351
2010-03;OTRAS GASOLINAS;19679
2010-03;FUELÓLEO  BIA;1255
2010-03;OTROS FUELÓLEOS;103410
2010-03;QUEROSENO AVIACIÓN;5763
2010-03;OTROS QUEROSENOS;52
2010-03;GLP;3970
2010-04;BIODIESEL;28772
2010-04;GASÓLEO A;10829
2010-04;GASÓLEO B;1928
2010-04;GASÓLEO C;54
2010-04;OTROS GASOLEOS;38276
2010-04;BIOETANOL;16990
2010-04;GASOLINA  AUTO. S/PB 95 I.O.;132572
2010-04;GASOLINA  AUTO. S/PB 98 I.O.;433
2010-04;OTRAS GASOLINAS;88599
2010-04;FUELÓLEO  BIA;1329
2010-04;OTROS FUELÓLEOS;139721
2010-04;QUEROSENO AVIACIÓN;1591
2010-04;OTROS QUEROSENOS;51
2010-04;GLP;5847
2010-05;BIODIESEL;33140
2010-05;GASÓLEO A;40180
2010-05;GASÓLEO B;1012
2010-05;GASÓLEO C;55
2010-05;OTROS GASOLEOS;4531
2010-05;BIOETANOL;15862
2010-05;GASOLINA  AUTO. S/PB 95 I.O.;89364
2010-05;GASOLINA  AUTO. S/PB 98 I.O.;4254
2010-05;OTRAS GASOLINAS;169846
2010-05;FUELÓLEO  BIA;32294
2010-05;OTROS FUELÓLEOS;246518
2010-05;QUEROSENO AVIACIÓN;1615
2010-05;OTROS QUEROSENOS;103
2010-05;GLP;2294
2010-06;BIODIESEL;25094
2010-06;GASÓLEO A;14109
2010-06;GASÓLEO B;1065
2010-06;GASÓLEO C;136
2010-06;OTROS GASOLEOS;31076
2010-06;BIOETANOL;23178
2010-06;GASOLINA  AUTO. S/PB 95 I.O.;107788
2010-06;GASOLINA  AUTO. S/PB 98 I.O.;1388
2010-06;OTRAS GASOLINAS;82850
2010-06;FUELÓLEO  BIA;64699
2010-06;OTROS FUELÓLEOS;147734
2010-06;QUEROSENO AVIACIÓN;7606
2010-06;OTROS QUEROSENOS;128
2010-06;GLP;2360
2010-07;BIODIESEL;34603
2010-07;GASÓLEO A;38969
2010-07;GASÓLEO B;748
2010-07;GASÓLEO C;0
2010-07;OTROS GASOLEOS;3978
2010-07;BIOETANOL;16351
2010-07;GASOLINA  AUTO. S/PB 95 I.O.;114399
2010-07;GASOLINA  AUTO. S/PB 98 I.O.;385
2010-07;OTRAS GASOLINAS;179815
2010-07;FUELÓLEO  BIA;61110
2010-07;OTROS FUELÓLEOS;201610
2010-07;QUEROSENO AVIACIÓN;3008
2010-07;OTROS QUEROSENOS;78
2010-07;GLP;2657
2010-08;BIODIESEL;42578
2010-08;GASÓLEO A;39849
2010-08;GASÓLEO B;767
2010-08;GASÓLEO C;0
2010-08;OTROS GASOLEOS;45603
2010-08;BIOETANOL;12021
2010-08;GASOLINA  AUTO. S/PB 95 I.O.;207402
2010-08;GASOLINA  AUTO. S/PB 98 I.O.;1350
2010-08;OTRAS GASOLINAS;125575
2010-08;FUELÓLEO  BIA;64351
2010-08;OTROS FUELÓLEOS;128668
2010-08;QUEROSENO AVIACIÓN;2567
2010-08;OTROS QUEROSENOS;128
2010-08;GLP;2912
2010-09;BIODIESEL;17728
2010-09;GASÓLEO A;43732
2010-09;GASÓLEO B;35348
2010-09;GASÓLEO C;25
2010-09;OTROS GASOLEOS;19125
2010-09;BIOETANOL;10539
2010-09;GASOLINA  AUTO. S/PB 95 I.O.;108570
2010-09;GASOLINA  AUTO. S/PB 98 I.O.;387
2010-09;OTRAS GASOLINAS;134899
2010-09;FUELÓLEO  BIA;88374
2010-09;OTROS FUELÓLEOS;148931
2010-09;QUEROSENO AVIACIÓN;1902
2010-09;OTROS QUEROSENOS;51
2010-09;GLP;3421
2010-10;BIODIESEL;22289
2010-10;GASÓLEO A;96607
2010-10;GASÓLEO B;4908
2010-10;GASÓLEO C;81
2010-10;OTROS GASOLEOS;10870
2010-10;BIOETANOL;9188
2010-10;GASOLINA  AUTO. S/PB 95 I.O.;129873
2010-10;GASOLINA  AUTO. S/PB 98 I.O.;5296
2010-10;OTRAS GASOLINAS;72366
2010-10;FUELÓLEO  BIA;3706
2010-10;OTROS FUELÓLEOS;234102
2010-10;QUEROSENO AVIACIÓN;1689
2010-10;OTROS QUEROSENOS;26
2010-10;GLP;3202
2010-11;BIODIESEL;20782
2010-11;GASÓLEO A;65642
2010-11;GASÓLEO B;2574
2010-11;GASÓLEO C;63
2010-11;OTROS GASOLEOS;102967
2010-11;BIOETANOL;23583
2010-11;GASOLINA  AUTO. S/PB 95 I.O.;149573
2010-11;GASOLINA  AUTO. S/PB 98 I.O.;306
2010-11;OTRAS GASOLINAS;180131
2010-11;FUELÓLEO  BIA;64658
2010-11;OTROS FUELÓLEOS;203469
2010-11;QUEROSENO AVIACIÓN;1996
2010-11;OTROS QUEROSENOS;53
2010-11;GLP;3586
2010-12;BIODIESEL;40126
2010-12;GASÓLEO A;43244
2010-12;GASÓLEO B;2747
2010-12;GASÓLEO C;114
2010-12;OTROS GASOLEOS;46257
2010-12;BIOETANOL;13851
2010-12;GASOLINA  AUTO. S/PB 95 I.O.;142471
2010-12;GASOLINA  AUTO. S/PB 98 I.O.;1384
2010-12;OTRAS GASOLINAS;84440
2010-12;FUELÓLEO  BIA;1324
2010-12;OTROS FUELÓLEOS;252293
2010-12;QUEROSENO AVIACIÓN;4879
2010-12;OTROS QUEROSENOS;53
2010-12;GLP;3569
2011-01;BIODIESEL;36229
2011-01;GASÓLEO A;64700
2011-01;GASÓLEO B;2279
2011-01;GASÓLEO C;108
2011-01;OTROS GASOLEOS;76918
2011-01;BIOETANOL;16035
2011-01;GASOLINA  AUTO. S/PB 95 I.O.;171770
2011-01;GASOLINA  AUTO. S/PB 98 I.O.;250
2011-01;OTRAS GASOLINAS;122223
2011-01;FUELÓLEO  BIA;29331
2011-01;OTROS FUELÓLEOS;217658
2011-01;QUEROSENO AVIACIÓN;1429
2011-01;OTROS QUEROSENOS;0
2011-01;GLP;4199
2011-02;BIODIESEL;37947
2011-02;GASÓLEO A;103947
2011-02;GASÓLEO B;2863
2011-02;GASÓLEO C;223
2011-02;OTROS GASOLEOS;38257
2011-02;BIOETANOL;10230
2011-02;GASOLINA  AUTO. S/PB 95 I.O.;96069
2011-02;GASOLINA  AUTO. S/PB 98 I.O.;284
2011-02;OTRAS GASOLINAS;203601
2011-02;FUELÓLEO  BIA;1419
2011-02;OTROS FUELÓLEOS;188881
2011-02;QUEROSENO AVIACIÓN;1325
2011-02;OTROS QUEROSENOS;27
